"PropertyNamespacePrefix","PropertyName","QualifiedProperty","IsElement","IsAbstract","Keywords","ExampleContent","UsageInfo","Definition","TypeNamespacePrefix","TypeName","QualifiedType","SubstitutionGroupPropertyNamespacePrefix","SubstitutionGroupPropertyName","SubstitutionGroupQualifiedProperty"
"scr","AddressClassificationCategoryDescriptionText","scr:AddressClassificationCategoryDescriptionText",1,0,"","Geophysical, Electronic, Primary, Secondary, Temporary","","A description of a kind of address.","nc","TextType","nc:TextType",,,
"nc","AddressDeliveryPoint","nc:AddressDeliveryPoint",1,1,,,,"A single place or unit at which mail is delivered.",,,,,,
"nc","AddressDeliveryPointID","nc:AddressDeliveryPointID",1,0,,,,"An identifier of a single place or unit at which mail is delivered.","niem-xsd","string","niem-xsd:string","nc","AddressDeliveryPoint","nc:AddressDeliveryPoint"
"nc","AddressDeliveryPointText","nc:AddressDeliveryPointText",1,0,"PO Box, post office box, post office box number","PO Box 1234",,"A single place or unit at which mail is delivered.","nc","TextType","nc:TextType","nc","AddressDeliveryPoint","nc:AddressDeliveryPoint"
"cbrn","AddressDetails","cbrn:AddressDetails",1,0,"","","","Detailed address of a location.","nc","LocationType","nc:LocationType",,,
"nc","AddressFullText","nc:AddressFullText",1,0,,,"Usually includes street, city, state, and zip code information.  Can also include other mailing specifics such as PO Box, apartment number, or suite number.","A complete address.","nc","TextType","nc:TextType","nc","AddressRepresentation","nc:AddressRepresentation"
"nc","AddressGrid","nc:AddressGrid",1,0,,,,"A location identified by a unit of a grid system overlaid on an area.","nc","AddressGridType","nc:AddressGridType",,,
"nc","AddressGridID","nc:AddressGridID",1,0,,,,"An identifier that references a unique address grid system.","niem-xsd","string","niem-xsd:string",,,
"nc","AddressGridText","nc:AddressGridText",1,0,,,,"A unit, quadrant, or other subdivision of an address grid.","nc","TextType","nc:TextType",,,
"scr","AddressIdentification","scr:AddressIdentification",1,0,,,,"An identifier that represents an ADDRESS.","nc","IdentificationType","nc:IdentificationType",,,
"nc","AddressPrivateMailboxText","nc:AddressPrivateMailboxText",1,0,"mail stop code",,,"A private mailbox within a company.","nc","TextType","nc:TextType","nc","AddressDeliveryPoint","nc:AddressDeliveryPoint"
"nc","AddressRecipientName","nc:AddressRecipientName",1,0,,,,"A name of a person, organization, or other recipient to whom physical mail may be sent.","nc","TextType","nc:TextType",,,
"nc","AddressRepresentation","nc:AddressRepresentation",1,1,,,,"A representation of an address.",,,,,,
"nc","AddressSecondaryUnitText","nc:AddressSecondaryUnitText",1,0,"apartment number, suite number",,,"A particular unit within a larger unit or grouping at a location.","nc","TextType","nc:TextType","nc","AddressDeliveryPoint","nc:AddressDeliveryPoint"
"nc","AdministrativeID","nc:AdministrativeID",1,0,,,,"An identifier generated locally within a processing system used to identify sub-records within an entity of interest record.","niem-xsd","string","niem-xsd:string",,,
"im","AdmissionIdentification","im:AdmissionIdentification",1,0,,,,"A number indicating an alien students admission (I-94) number.","nc","IdentificationType","nc:IdentificationType",,,
"scr","AdmitDefaultDayQuantity","scr:AdmitDefaultDayQuantity",1,0,,,,"The quantity of days after the visa maximum day quantity that the subject is authorized to stay in the United States based on the CLASS OF ADMISSION.","nc","QuantityType","nc:QuantityType",,,
"scr","AdmitDurationStatusIndicator","scr:AdmitDurationStatusIndicator",1,0,,,,"An indicator indicating whether the admittance length for a person at ARRIVAL is based on Duration of Status.","niem-xsd","boolean","niem-xsd:boolean",,,
"scr","AdmitMaximumDayQuantity","scr:AdmitMaximumDayQuantity",1,0,,,,"A quantity of maximum number of days a specified in the CLASS OF ADMISSION TYPE.","nc","QuantityType","nc:QuantityType",,,
"scr","AdmittedDate","scr:AdmittedDate",1,0,"","","","The date an immigrant was admitted into the US.","nc","DateType","nc:DateType",,,
"scr","AdmitToDate","scr:AdmitToDate",1,0,,,,"The date , as specified at ARRIVAL, on which the alien is no longer authorized to stay in the United State.","nc","DateType","nc:DateType",,,
"scr","AdoptedChildAssociation","scr:AdoptedChildAssociation",1,0,,,,"An unmarried CHILD under 18 years of age taken voluntarily as a dependent by a person other than his/her biological parents.","scr","AdoptedChildAssociationType","scr:AdoptedChildAssociationType",,,
"scr","AdoptionCityName","scr:AdoptionCityName",1,0,,,,"The name of the city where the ADOPTED CHILD is adopted.","nc","TextType","nc:TextType",,,
"scr","AdoptionEffectiveDate","scr:AdoptionEffectiveDate",1,0,,,,"The date on which the adoption of the ADOPTED CHILD took place.","nc","DateType","nc:DateType",,,
"em","AdultGeneralServiceCoverageStatusCode","em:AdultGeneralServiceCoverageStatusCode",1,0,"","","","The availability of adult general services. ","have-codes","AvailabilityStatusCodeType","have-codes:AvailabilityStatusCodeType",,,
"scr","AdvancedPassengerInformationIndicator","scr:AdvancedPassengerInformationIndicator",1,0,,,,"An indicator that the DHS had advanced manifest information on the traveler prior to person crossing.","niem-xsd","boolean","niem-xsd:boolean",,,
"fs","AFCARSPermanencyGoalCode","fs:AFCARSPermanencyGoalCode",1,0,"","","","Indicates the AFCARS  (Adoption and Foster Care Analysis and Reporting System) Permanency Goal that most closely describes a service plan goal.","fs","AFCARSPermanencyGoalCodeType","fs:AFCARSPermanencyGoalCodeType",,,
"nc","Agency","nc:Agency",1,0,,,,"A division of a governmental or international body.","nc","OrganizationType","nc:OrganizationType",,,
"j","AgencyActiveIndicator","j:AgencyActiveIndicator",1,0,,,,"True if the status of an ORI is active; false if it is inactive.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","AgencyAddCancelIndicator","j:AgencyAddCancelIndicator",1,0,,,,"True if an agency is authorized to add or cancel a record; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","AgencyAuthorization","j:AgencyAuthorization",1,1,"","","","An agency's access category to data.",,,,,,
"j","AgencyAuthorizationCode","j:AgencyAuthorizationCode",1,0,"","","","An agency's access category to data.","nlets","AgencyAuthorizationCodeType","nlets:AgencyAuthorizationCodeType","j","AgencyAuthorization","j:AgencyAuthorization"
"j","AgencyAuthorizationText","j:AgencyAuthorizationText",1,0,"","","","An agency's access category to data.","nc","TextType","nc:TextType","j","AgencyAuthorization","j:AgencyAuthorization"
"j","AgencyBaselinePriorityValue","j:AgencyBaselinePriorityValue",1,0,,,,"Values must be 0-12.","nc","NumericType","nc:NumericType",,,
"fs","AgencyCase","fs:AgencyCase",1,0,"","","","Contains child welfare agency  case details.","nc","CaseType","nc:CaseType",,,
"fs","AgencyCaseNumber","fs:AgencyCaseNumber",1,0,"","","","The case number created by the organization.","nc","TextType","nc:TextType",,,
"j","AgencyCHRIAuthorizedIndicator","j:AgencyCHRIAuthorizedIndicator",1,0,,,,"True if an agency is authorized to access criminal history information; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"j","AgencyControlTerminalIndicator","j:AgencyControlTerminalIndicator",1,0,,,,"True if an agency is a control terminal; false otherwise.","niem-xsd","boolean","niem-xsd:boolean",,,
"intel","AgencyInterestCategory","intel:AgencyInterestCategory",1,0,,,,"Groupings of persons by the reason they are of interest to intelligence.","intel","AgencyInterestCategoryType","intel:AgencyInterestCategoryType",,,
"intel","AgencyInterestCategoryCode","intel:AgencyInterestCategoryCode",1,0,"","","","A reason that a group of people are of interest to intelligence.","nc","TextType","nc:TextType",,,
"intel","AgencyInterestCategoryDescriptionText","intel:AgencyInterestCategoryDescriptionText",1,0,,,,"A description of the reason that a group of people are of interest to intelligence.","nc","TextType","nc:TextType",,,
"intel","AgencyInterestCategoryText","intel:AgencyInterestCategoryText",1,0,,,,"A description that identifies the source of the code and/or description used to detail groups of people by the reason they are of interest to intelligence.","nc","TextType","nc:TextType",,,
"intel","AgencyInterestOtherCategory","intel:AgencyInterestOtherCategory",1,0,,,,"Details that describe an additional person-categorization system that groups of people by the reason they are of interest to intelligence.","intel","AgencyInterestOtherCategoryType","intel:AgencyInterestOtherCategoryType",,,
"intel","AgencyName","intel:AgencyName",1,0,,,,"A government organization that has specified an interest in this person, or has issued a warning or handling instructions regarding this person.","nc","TextType","nc:TextType",,,
"fs","AgencyRecommendationsText","fs:AgencyRecommendationsText",1,0,"","","","Describes the recommendations of the agency for any changes to the service plan, continued placement, and requests for new court dates.","nc","TextType","nc:TextType",,,
"j","AgencyServiceHours","j:AgencyServiceHours",1,1,,,,"The availability of an agency.",,,,,,
"j","AgencyServiceHoursCode","j:AgencyServiceHoursCode",1,0,"","","","A availability of an agency.","nlets","AgencyServiceHoursCodeType","nlets:AgencyServiceHoursCodeType","j","AgencyServiceHours","j:AgencyServiceHours"
"j","AgencyServiceHoursText","j:AgencyServiceHoursText",1,0,,,,"The availability of an agency.","nc","TextType","nc:TextType","j","AgencyServiceHours","j:AgencyServiceHours"
"intel","AgencySubjectHandling","intel:AgencySubjectHandling",1,0,,,,"Details about actions to take on contact with the person.","intel","AgencySubjectHandlingType","intel:AgencySubjectHandlingType",,,
"intel","AgencySubjectHandlingFBICode","intel:AgencySubjectHandlingFBICode",1,0,"","","","An action for the designated agency to take on contact with the person.","nc","TextType","nc:TextType",,,
"intel","AgencySubjectInterest","intel:AgencySubjectInterest",1,0,,,,"Detailed description of why an agency placed the person in its repository or why the data on the person is being exchanged.","intel","AgencySubjectInterestType","intel:AgencySubjectInterestType",,,
"it","Agent","it:Agent",1,0,"","","","The data type for additional information about a party authorized to act on behalf of another person, organization or thing.","it","AgentType","it:AgentType",,,
"scr","AgentAssociation","scr:AgentAssociation",1,0,,,,"An association between a PERSON and a PERSON ROLE","scr","AgentAssociationType","scr:AgentAssociationType",,,
"it","AgentAuthorizationCodeText","it:AgentAuthorizationCodeText",1,0,"","","","A code categorizing the identification of a party to act on behalf of another party.","it","PartyIDCategoryType","it:PartyIDCategoryType",,,
"it","AgentIdentification","it:AgentIdentification",1,0,"","","","A data type for a representation of an identity.","nc","IdentificationType","nc:IdentificationType",,,
"scr","AgentPerson","scr:AgentPerson",1,0,,,,"An Agent of Department of Homeland Security.","nc","PersonType","nc:PersonType",,,
"scr","AgentPersonRole","scr:AgentPersonRole",1,0,,,,"A part played by a Person in an Encounter.","scr","PersonRoleType","scr:PersonRoleType",,,
"it","AgentQualityAssuranceIndicator","it:AgentQualityAssuranceIndicator",1,0,"","","","The indicator to show where quality assurance level of the agent should be used.","niem-xsd","boolean","niem-xsd:boolean",,,
"it","AgentStatusCodeText","it:AgentStatusCodeText",1,0,"","","","A code specifying the capacity in which agent is acting","nc","TextType","nc:TextType",,,
"it","AgentStatusText","it:AgentStatusText",1,0,,,,"The capacity in which the agent is acting.","nc","TextType","nc:TextType",,,
"nc","Aircraft","nc:Aircraft",1,0,,,,"A mode of transportation capable of flying in the air.","nc","AircraftType","nc:AircraftType",,,
"nc","AircraftBaseAirport","nc:AircraftBaseAirport",1,0,,,,"A facility at which an aircraft is usually kept.","nc","FacilityType","nc:FacilityType",,,
"nc","AircraftFuselageColor","nc:AircraftFuselageColor",1,1,,,,"A color of the main body of an aircraft.",,,,,,
"nc","AircraftFuselageColorCode","nc:AircraftFuselageColorCode",1,0,,,,"A color of the main body of an aircraft.","fbi","VCOCodeType","fbi:VCOCodeType","nc","AircraftFuselageColor","nc:AircraftFuselageColor"
"nc","AircraftFuselageColorText","nc:AircraftFuselageColorText",1,0,,,,"A color of the main body of an aircraft.","nc","TextType","nc:TextType","nc","AircraftFuselageColor","nc:AircraftFuselageColor"
